design,horizon_hours,horizon_steps,mae_mean,mae_std,rmse_mean,rmse_std,smape_mean,smape_std,skill_vs_persistence_mean,skill_vs_persistence_std
pca_embedding_gb,1,12,1.0093223943751797,0.04548135208420533,1.1748368416348913,0.032474239281385424,25.259717951281495,0.5573952013803679,0.6572918846615906,0.008770018643182389
pca_embedding_gb,3,36,0.8410196688931351,0.011675362674327219,1.0502940286952929,0.016562250951593083,23.282638262866783,0.1766057100432784,0.6641587591907683,0.0008331402658723723
pca_embedding_gb,6,72,0.9083357303842183,0.0563563091887794,1.0986764935794437,0.05635691455669189,25.403087953118675,1.0764242107042623,0.4815088687189434,0.025545862441374332
pca_embedding_gb,12,144,1.2039389665829408,0.03292110918075866,1.5318488927775986,0.04042322113052815,31.224924728817523,1.2199500637960483,0.31572650989692175,0.02034464714012772
raw_window_gb,1,12,0.6110612155757209,0.074045320338422,0.7037543370776331,0.11264790251229397,12.03964253197528,0.9311928728161797,0.8112452445350052,0.01667276264880897
raw_window_gb,3,36,0.6690469864934561,0.004957593138202983,0.8375964586507618,0.01344493218636055,16.50124167046775,0.28673561548203974,0.7431759550127481,0.0034614692068414897
raw_window_gb,6,72,0.7105329839532748,0.0377371526145186,0.8784615103890671,0.05361410662721001,16.84904707613673,0.8301110455133814,0.6150002700968569,0.021618234177743688
raw_window_gb,12,144,1.0825828387946506,0.03689870330445973,1.328611112286461,0.015110102548965318,26.387144925289583,0.6026652147161276,0.38484934448363584,0.01736076775553552
statistical_feature_gb,1,12,1.2120938133028378,0.08254393593625607,1.3389473009643413,0.07292577129232053,27.475031477009004,2.9713064686746566,0.6203365636211524,0.031482160299267474
statistical_feature_gb,3,36,1.098770236801753,0.09523144583709109,1.3097842871641179,0.11156980300406388,22.803991523671115,1.4604016774303288,0.6190942323273689,0.026873576503990776
statistical_feature_gb,6,72,0.7334881985193695,0.04215974855253546,0.903810717275623,0.07208277615222775,16.618903220885326,0.5320924512895426,0.614890720393249,0.014017776052075314
statistical_feature_gb,12,144,1.0234311608110724,0.01765883436158782,1.2642277163074624,0.021220878789999655,25.31213548681072,0.3797719067671873,0.40952920977278884,0.01751804649114568
token_state_gb,1,12,0.7337830114629732,0.01186293355890123,0.8370254747451447,0.0022596828678030736,19.28638003532618,0.2778584439846419,0.7338632501617068,0.001189182328020962
token_state_gb,3,36,0.9294537463091415,0.08202429777020069,1.111849247438439,0.08086388103234303,20.644248727924452,1.52482990623753,0.662588884067854,0.02696856311244862
token_state_gb,6,72,0.7704865192648164,0.038379442119781275,0.9833902576632653,0.05568914252786505,17.16420745989393,0.4407409725230099,0.5984100821087759,0.014698952310119435
token_state_gb,12,144,1.1081802663324982,0.03168772341751217,1.3553152171758955,0.006480547016156898,26.145762107514265,0.8563468648287739,0.3968922987984588,0.025109061730481313
