seed,design,horizon_hours,horizon_steps,config_id,split_id,cutoff,elapsed_sec,mae,rmse,smape,nmae,nrmse,nrmse_std,nmse,baseline_mae,skill_vs_persistence
42,pca_embedding_gb,3,36,hgb_deeper,1,2024-01-31 05:00:00,2.12,0.9966936271085286,1.1863519674558232,38.044993821967985,0.3229031819169591,0.3843476217222941,1.3976990210713174,1.953562553503719,2.072066111111112,0.5189856051006725
42,pca_embedding_gb,3,36,hgb_deeper,2,2024-12-18 05:00:00,2.18,0.6688342544380834,0.8908135300155934,8.770040894101317,0.16251386313138153,0.21645055876237101,0.7973725902175095,0.6358030476301803,3.529657444444444,0.8105101515442199
123,pca_embedding_gb,3,36,hgb_deeper,1,2024-01-31 05:00:00,2.3,0.9615732658517749,1.171340378351504,36.681487677367926,0.3115250852868258,0.37948425172014316,1.3800131369733395,1.9044362582189966,2.072066111111112,0.5359350455897944
123,pca_embedding_gb,3,36,hgb_deeper,2,2024-12-18 05:00:00,2.31,0.7369775281741534,0.9526702389582513,9.634030658029905,0.1790713683545132,0.23148054962208023,0.8527409053250207,0.7271670516145358,3.529657444444444,0.7912042345283863
42,token_state_gb,3,36,hgb_fast_shallow,1,2024-01-31 05:00:00,0.54,0.7699253212431096,0.8825979008502748,27.298295435715055,0.24943606471035062,0.2859390917995204,1.0398315642056413,1.0812496819183508,2.072066111111112,0.62842627619701
42,token_state_gb,3,36,hgb_fast_shallow,2,2024-12-18 05:00:00,0.52,1.2049820457259202,1.4554593912886669,16.146637153847063,0.2927874670824036,0.3536486457439165,1.3027905231389212,1.697263147180584,3.529657444444444,0.6586121842273586
123,token_state_gb,3,36,hgb_fast_shallow,1,2024-01-31 05:00:00,0.52,0.7169894687446496,0.8365945642723785,25.549068811761487,0.23228620567209443,0.2710351901834403,0.9856327932971806,0.9714720032228026,2.072066111111112,0.6539736524071863
123,token_state_gb,3,36,hgb_fast_shallow,2,2024-12-18 05:00:00,0.51,1.0259181495228862,1.2727451333424353,13.582993510374205,0.2492783834399095,0.3092525943889023,1.1392418833627533,1.2978720688079133,3.529657444444444,0.7093434234398615
42,raw_window_gb,6,72,hgb_regularized,1,2024-01-31 05:00:00,24.59,0.7343530979476618,0.8638856189938622,24.146227813350013,0.23791157636453525,0.2798767922241819,1.1300685615939183,1.2770549539029474,1.4861715555555557,0.5058759571138312
42,raw_window_gb,6,72,hgb_regularized,2,2024-12-18 05:00:00,30.22,0.7400812629916833,0.9688591985109894,10.725820637764187,0.15984490331993448,0.20925702711427605,0.803746876237063,0.6460090410608367,2.4150287777777777,0.6935517831111597
123,raw_window_gb,6,72,hgb_regularized,1,2024-01-31 05:00:00,28.85,0.6688625419372394,0.776039489922944,22.439477944675147,0.21669431526633265,0.2514168986073457,1.01515502843847,1.030539731763911,1.4861715555555557,0.5499425762881393
123,raw_window_gb,6,72,hgb_regularized,2,2024-12-18 05:00:00,22.53,0.6988350329365148,0.9050617341284725,10.084661908757585,0.1509364226095476,0.1954778652354068,0.7508217321210764,0.5637332734252936,2.4150287777777777,0.710630763874297
