horizon,top1_accuracy_mean,top1_accuracy_std,top3_accuracy_mean,top3_accuracy_std,macro_f1_mean,macro_f1_std
1,0.8117391304347825,0.0018446263857040028,0.9795652173913043,0.0006148754619013343,0.7737468002007448,0.00010105215192664864
3,0.6426086956521739,0.0061487546190134214,0.9060869565217391,0.0012297509238027079,0.5415629355272552,0.008851632087944702
6,0.4865217391304348,0.0055338791571121265,0.8226086956521739,0.0,0.36870127613575154,0.011354968925768573
12,0.37782608695652176,0.009223131928520152,0.7252173913043478,0.0012297509238027471,0.24918186529237596,0.006106333138175779
