window_id,window_start,window_end,window_rows,time_span_hours,missing_fraction,wind_speed_mean,wind_speed_std,wind_speed_min,wind_speed_max,wind_speed_p10,wind_speed_p90,wind_speed_range,ramp_abs_mean,ramp_abs_max,calm_fraction,strong_fraction,gust_factor,direction_mean_deg,direction_span_deg,direction_abs_change_mean_deg,direction_abs_change_max_deg,direction_net_turn_deg,vector_speed_mean,vector_speed_std,vector_resultant_strength,uv_covariance,u100_mean,u100_std,v100_mean,v100_std,wind_gust_10m_ms_mean,wind_gust_10m_ms_std,hour_sin_mean,hour_sin_std,hour_cos_mean,hour_cos_std,dow_sin_mean,dow_sin_std,dow_cos_mean,dow_cos_std,embedding_00,embedding_01,embedding_02,embedding_03,embedding_04,embedding_05,embedding_06,embedding_07,token_id,token_distance,regime_name
live_KBOS_202605212054_202605220154,2026-05-21T20:54:00+00:00,2026-05-22T01:54:00+00:00,6,5.0,0.1111111111111111,2.7437013333333335,0.8743866648835756,1.543332,4.115552,1.800554,3.85833,2.57222,0.8231104000000002,2.057776,0.16666666666666666,0.0,1.5,206.66666666666666,290.0,26.0,89.99999999999999,-90.00000000000001,2.7437013333333335,0.8743866648835756,0.6890350746452448,-2.0605307619601145,1.8355477863813332,1.3228228265111734,0.4525251073827195,1.7229550681956767,,,-0.3455220308284979,0.39108007566406516,0.8341639729248538,0.17844149434748507,0.14462791303918612,0.409069512235467,-0.900968867902419,6.409875621278546e-17,-2.2145430823536105,3.6231146590979155,1.902149088839092,-0.906385258499343,3.471151810176074,1.3855460666394372,-0.20781819000923923,-0.2522318700779803,6,4.049647531645834,Calm Gusty
live_KBOS_202605212154_202605220254,2026-05-21T21:54:00+00:00,2026-05-22T02:54:00+00:00,6,5.0,0.1111111111111111,2.9151826666666665,0.9234552413471675,1.543332,4.115552,1.800554,3.85833,2.57222,0.8231104000000002,2.057776,0.16666666666666666,0.0,1.411764705882353,250.0,270.0,24.0,89.99999999999999,-120.0,2.9151826666666665,0.9234552413471676,0.7214400034496223,-2.137913283367225,2.0809642484598823,1.3346626069171255,-0.30453413722819417,1.7738607736789807,,,-0.11785113019775817,0.41845773639286216,0.8951682068889268,0.09837741274975921,9.251858538542972e-17,0.4338837391175581,-0.900968867902419,7.850462293418876e-17,-1.9725689368262116,3.4118079002622244,2.3918529491373905,-1.5087857283868684,3.337501152018222,0.8564080635961169,0.024259301447249058,-0.11554788624657804,6,4.533591021720088,Calm Gusty
live_KBOS_202605212254_202605220354,2026-05-21T22:54:00+00:00,2026-05-22T03:54:00+00:00,6,5.0,0.1111111111111111,3.2581453333333337,1.0980162817339683,1.543332,4.629996,1.800554,4.372774,3.0866640000000003,0.8231104000000002,2.057776,0.16666666666666666,0.0,1.4210526315789473,290.0,270.0,24.0,89.99999999999999,-120.0,3.2581453333333337,1.0980162817339683,0.8811894237748082,-1.5432230146532455,2.5976511471106596,1.1946987916525948,-1.222741847253411,1.466613943131759,,,0.11785113019775768,0.41845773639286227,0.8951682068889268,0.09837741274975914,-0.14462791303918593,0.409069512235467,-0.900968867902419,9.064933036736789e-17,-1.401891339023682,3.179407261233672,2.2185922107303466,-1.961981404303678,2.588919960594825,0.6198745377581768,0.7272356539424151,0.22708436505359098,6,4.797316050594095,Calm Gusty
live_KBOS_202605212354_202605220454,2026-05-21T23:54:00+00:00,2026-05-22T04:54:00+00:00,6,5.0,0.1111111111111111,3.772589333333334,0.8743866648835754,2.057776,4.629996,2.8294420000000002,4.629996,2.57222,0.7202216000000001,2.057776,0.0,0.0,1.227272727272727,335.0,30.0,12.000000000000007,30.000000000000018,0.0,3.772589333333334,0.8743866648835754,0.976370448574613,-0.06435976811713259,3.312927675090735,0.8079069249149684,-1.6100544617662471,0.8811943986122502,,,0.3455220308284976,0.39108007566406533,0.8341639729248538,0.17844149434748507,-0.28925582607837197,0.32339784499954816,-0.900968867902419,1.013490324081353e-16,-0.36670388230083917,-0.1637367810410935,1.916742867208312,-2.101080688132408,0.613142359597697,0.5778651271561097,0.3019911851546658,0.7797246053991336,7,2.381145032334764,Moderate Variable
live_KBOS_202605220054_202605220554,2026-05-22T00:54:00+00:00,2026-05-22T05:54:00+00:00,6,5.0,0.1111111111111111,4.115552,0.42004176707878316,3.601108,4.629996,3.601108,4.629996,1.0288880000000002,0.4115552000000001,1.0288880000000002,0.0,0.0,1.125,335.0,30.0,10.000000000000009,30.000000000000018,9.99999999999999,4.115552,0.42004176707878316,0.9754114801581454,0.3347893667810538,3.65067996821781,0.5950782776976732,-1.6696093038407043,0.8031349428264264,,,0.5496461760604292,0.33846085122036546,0.7163128427270959,0.26500800870456753,-0.433883739117558,0.0,-0.9009688679024191,0.0,-1.1918976202292646,-2.4351683405443834,-0.05552549998406845,-1.2353607215133895,0.7762831048630542,0.35463804484462685,0.20064620324483928,0.6871849401400127,5,2.3433116956005664,Light Steady
live_KBOS_202605220154_202605220654,2026-05-22T01:54:00+00:00,2026-05-22T06:54:00+00:00,6,5.0,0.1111111111111111,4.115552,0.42004176707878316,3.601108,4.629996,3.601108,4.629996,1.0288880000000002,0.30866640000000006,1.0288880000000002,0.0,0.0,1.125,280.0,340.0,11.999999999999996,30.000000000000018,40.00000000000001,4.115552,0.42004176707878316,0.949988258023963,0.4742659191208559,3.6816255803285123,0.6101774517420192,-1.3158993388744158,1.2066187651453573,,,0.7163128427270958,0.2650080087045676,0.5496461760604292,0.3384608512203654,-0.433883739117558,0.0,-0.9009688679024191,0.0,-1.7131401461227334,-1.6150236299928407,-0.6727061317786005,-0.16588755023535828,1.383315489208649,0.7630900940462764,0.36298433739773245,1.605655650973658,5,2.692342630225583,Light Steady
live_KBOS_202605220254_202605220754,2026-05-22T02:54:00+00:00,2026-05-22T07:54:00+00:00,6,5.0,0.1111111111111111,4.201292666666667,0.3535178250775421,3.601108,4.629996,3.85833,4.629996,1.0288880000000002,0.30866640000000006,1.0288880000000002,0.0,0.0,1.1020408163265305,226.66666666666666,340.0,10.0,30.000000000000018,50.0,4.201292666666667,0.3535178250775421,0.9379805555028123,0.4892012860125149,3.837354998287433,0.5641200016897396,-0.8966973213921668,1.3886122850726916,,,0.8341639729248539,0.17844149434748513,0.3455220308284977,0.39108007566406516,-0.433883739117558,0.0,-0.9009688679024191,0.0,-1.6784035597697669,-1.8363300218973395,-1.1621782342282712,0.5359748193399678,1.226848055629883,1.1794604700251228,0.38320238540909685,1.681056753933512,5,2.9174468674414684,Light Steady
live_KBOS_202605220354_202605220854,2026-05-22T03:54:00+00:00,2026-05-22T08:54:00+00:00,6,5.0,0.1111111111111111,4.372774000000001,0.25722200000000006,4.115552,4.629996,4.115552,4.629996,0.5144440000000001,0.20577760000000006,0.5144440000000001,0.0,0.0,1.0588235294117647,175.0,340.0,10.0,30.000000000000018,50.0,4.372774000000001,0.25722200000000006,0.9501202751894252,0.28295566130125405,4.137529529078136,0.3480385562410056,-0.3769076594674583,1.3434935012760203,,,0.8951682068889268,0.09837741274975915,0.11785113019775802,0.418457736392862,-0.433883739117558,0.0,-0.9009688679024191,0.0,-1.9936927200324306,-2.603068607345277,-1.5353589445535596,1.2832776256807212,1.2930583907913116,1.351884585312496,0.49654145341805894,1.6075213456264081,5,3.4529482178179616,Light Steady
live_KBOS_202605220454_202605220954,2026-05-22T04:54:00+00:00,2026-05-22T09:54:00+00:00,6,5.0,0.1111111111111111,4.115552,0.5144440000000001,3.086664,4.629996,3.601108,4.629996,1.5433320000000004,0.5144440000000001,1.5433320000000004,0.0,0.0,1.125,123.33333333333333,340.0,3.9999999999999956,19.99999999999998,19.99999999999998,4.115552,0.5144440000000002,0.9861092576463197,-0.09051653014860983,4.0530275175248995,0.5066284396906126,0.20844194726060128,0.6893971386253497,,,0.895168206888927,0.09837741274975915,-0.11785113019775782,0.418457736392862,-0.433883739117558,0.0,-0.9009688679024191,0.0,-1.1549536832419416,-2.0391213854979298,-1.628431117701712,1.1827785361020562,0.47638640309745856,1.1333331499720685,0.918568910458682,1.7804988426414416,5,3.121415949462756,Light Steady
live_KBOS_202605220554_202605221054,2026-05-22T05:54:00+00:00,2026-05-22T10:54:00+00:00,6,5.0,0.1111111111111111,4.029811333333334,0.46172762067358397,3.086664,4.629996,3.601108,4.372774,1.5433320000000004,0.6173328000000001,1.5433320000000004,0.0,0.0,1.1489361702127658,66.66666666666667,340.0,3.9999999999999956,19.99999999999998,19.99999999999998,4.029811333333334,0.4617276206735841,0.9914455737226959,0.016343262387943463,3.9685894442431295,0.45471294061922535,0.4615500260770459,0.5320501067177461,,,0.8341639729248538,0.17844149434748516,-0.34552203082849764,0.39108007566406516,-0.433883739117558,0.0,-0.9009688679024191,0.0,-1.2229761673863018,-2.1063257504218464,-1.2991562819984868,1.219904669569352,0.8094739881136338,0.5632101145295658,0.8529793708675704,1.674443478225467,5,2.917420651117182,Light Steady
live_KBOS_202605220654_202605221254,2026-05-22T06:54:00+00:00,2026-05-22T12:54:00+00:00,6,6.0,0.1111111111111111,4.115552,0.5144440000000001,3.086664,4.629996,3.601108,4.629996,1.5433320000000004,0.7202216000000001,1.5433320000000004,0.0,0.0,1.125,13.333333333333334,20.0,3.999999999999999,19.999999999999996,19.999999999999996,4.115552,0.5144440000000003,0.9907699507936777,0.04924043841825324,3.9613672172257033,0.4536573589326302,0.966492710225961,0.6083399591477099,,,0.673176335210009,0.34496725259352473,-0.5553252050122511,0.3456083520828136,-0.433883739117558,0.0,-0.9009688679024191,0.0,-0.7167634615544977,-2.4352547704108796,-0.3613483561659383,1.05840215799548,0.51316815861739,-0.43909448872713897,0.3024220757244497,0.7766341820258666,4,2.1403763419707884,Moderate Consistent
