token_id,count,avg_distance,max_distance
0,834,4.221491575382893,16.742515023868023
1,1637,2.3194935628758215,5.378598071581192
2,1709,2.9950475369364344,7.328214354267456
3,956,2.9120452766586475,4.838386426646422
4,721,3.600169374756535,36.2974235588953
5,852,3.10379183632867,6.6213371905768765
6,596,5.095969243206096,16.188162180630055
7,1265,2.5201831597336106,4.634384397640976
