token_id,count,avg_distance,max_distance,wind_speed_mean,wind_speed_std,ramp_abs_mean,ramp_abs_max,gust_factor,direction_abs_change_mean_deg,direction_net_turn_deg,calm_fraction,strong_fraction,vector_resultant_strength,regime_name,short_explanation,meteorological_interpretation,label_source
0.0,114.0,5.971204906556141,11.77013968624685,7.197460217275834,2.3613508601054263,1.7900304636133215,4.168080052534207,2.6503955829220187,22.90735165433233,34.05866535605632,0.04824561403508772,0.21052631578947367,0.8752010803145599,moderate-flow gusty turning regime,"The cluster shows stronger short-term variability, suggesting bursts or uneven flow.",Likely a common operational regime with moderate winds and manageable variability.,heuristic
1.0,1070.0,2.9782008038832024,5.851281486005966,4.728775649513388,0.6501846734923139,0.5646879735528676,1.128945212206307,2.1021996568591006,11.129788081192498,8.300631572845987,0.02071651090342679,0.0,0.9552931186891069,moderate-flow gusty regime,"The cluster shows stronger short-term variability, suggesting bursts or uneven flow.",Likely a common operational regime with moderate winds and manageable variability.,heuristic
2.0,1114.0,2.7880595255321823,6.573182472661863,4.499341341348024,0.6062794203583347,0.5426520757541036,1.0795993787853813,1.9132482990272683,10.58018208919864,4.916013757574284,0.00523638539796529,0.0,0.9652077385831686,moderate-flow gusty regime,"The cluster shows stronger short-term variability, suggesting bursts or uneven flow.",Likely a common operational regime with moderate winds and manageable variability.,heuristic
3.0,719.0,4.431851632304494,13.016283517827286,8.646973697010827,0.8078754883610888,0.7355702079175546,1.4390098980316517,1.9854760285861683,6.1354799363292365,4.437031794229727,0.0,0.18752897542883637,0.9845661731096212,moderate-flow gusty regime,"The cluster shows stronger short-term variability, suggesting bursts or uneven flow.",Likely a common operational regime with moderate winds and manageable variability.,heuristic
4.0,1084.0,3.010355604848391,6.366792420601404,2.6248704891071846,0.5425977746919329,0.5069845440695091,0.9984457694528559,2.364781902183475,18.378410523850544,-3.508823814605551,0.24415744157441577,0.0,0.9179029804108845,calm persistent regime,The cluster reflects a recurring wind state without large internal swings.,Likely a weak-flow period with limited production potential and low turbulence.,heuristic
5.0,879.0,3.8442803965728096,7.3973044902959595,5.045517240312145,1.368426961543472,1.0213219829289852,2.157562609393675,2.452168019442031,16.744326110867625,10.303955482590702,0.04076602199469093,0.002464922260144103,0.9209271343935643,moderate-flow gusty regime,"The cluster shows stronger short-term variability, suggesting bursts or uneven flow.",Likely a common operational regime with moderate winds and manageable variability.,heuristic
6.0,2055.0,2.598304574654906,5.118528223011104,5.286770897551962,0.5258846299559697,0.4865356320054389,0.9657637792517326,2.0810822203692534,7.329093866004555,4.515758293165404,0.0,0.0,0.9847596660933419,moderate-flow stable gusty regime,"The cluster shows stronger short-term variability, suggesting bursts or uneven flow.",Likely a common operational regime with moderate winds and manageable variability.,heuristic
7.0,694.0,4.244313965046453,11.70376294119801,2.8257949178251103,0.7701197803146693,0.6866058002891078,1.4399815476970874,2.6909718568394396,46.04390367265696,56.96049677873216,0.3208453410182517,0.0,0.5531978007897634,calm turning regime,The cluster is characterized by a noticeable directional shift across the window.,Likely a weak-flow period with limited production potential and low turbulence.,heuristic
