station,seed,design,horizon_hours,horizon_steps,split_id,cutoff,mae,rmse,smape,nmae,nrmse,nrmse_std,nmse,baseline_mae,skill_vs_persistence,train_sequences,epochs_ran,final_loss
DDC,42,token_state_lstm,1,12,0,2024-01-31T05:00:00,0.607717343226115,0.7809701860001294,20.513815884127077,0.590654515580039,0.7590429531689838,1.5180859063379677,2.304584819021969,2.1435166666666667,0.7164858326538472,705,12,0.010195954702794552
DDC,42,token_state_lstm,1,12,1,2024-12-18T05:00:00,3.870355324358622,3.947436122834846,55.56841166446881,1.8808438451797587,1.9183021489388772,5.4566535947992,29.77506845363503,4.908653166666667,0.2115239777271941,719,12,0.015865804627537727
DDC,42,token_state_lstm,3,36,0,2024-01-31T05:00:00,0.7173364416385226,0.9118520676428757,24.819850265621433,0.23239861599400605,0.2954166918209678,1.0742973226061288,1.1541147373586966,2.072066111111112,0.6538061997897988,703,12,0.010884451679885387
DDC,42,token_state_lstm,3,36,1,2024-12-18T05:00:00,3.0190814617580837,3.202808715491949,47.781752704202596,0.7335787427198306,0.7782209325728237,2.8668534944662616,8.218848958733416,3.529657444444444,0.14465312613985704,717,12,0.01699041947722435
DDC,42,token_state_lstm,6,72,0,2024-01-31T05:00:00,0.7291175272405412,0.8914986029628043,24.11673567126441,0.23621538568517378,0.2888226910874667,1.1661897382740454,1.3599985056556865,1.4861715555555557,0.5093988146762883,700,12,0.012735236436128616
DDC,42,token_state_lstm,6,72,1,2024-12-18T05:00:00,2.2046741578475104,2.5098701800600645,36.52390084205701,0.47617193575275457,0.5420890601331113,2.0821398197840923,4.3353062291305315,2.4150287777777777,0.08710232473367285,714,12,0.017691416665911674
DDC,42,token_state_lstm,12,144,0,2024-01-31T05:00:00,1.0716564074650872,1.2430563057974844,32.08593619013984,0.23145946723605962,0.2684789157047834,1.0814885718810086,1.1696175311092236,1.3325528611111113,0.1957869455420299,694,12,0.0146076874807477
DDC,42,token_state_lstm,12,144,1,2024-12-18T05:00:00,1.5278151580020056,1.9140578182331496,28.316454041736083,0.21213126043456704,0.2657595687539987,1.1365621583356915,1.2917735397606855,2.5882963749999996,0.4097217103231745,708,12,0.018084896728396416
DDC,123,token_state_lstm,1,12,0,2024-01-31T05:00:00,0.5575224187571207,0.7021108988306035,18.580040181293136,0.5418689096938839,0.682397791431724,1.364795582863448,1.8626669830035785,2.1435166666666667,0.739902923468277,705,12,0.009235804900527
DDC,123,token_state_lstm,1,12,1,2024-12-18T05:00:00,4.016099369934082,4.075373002694303,58.44275362517051,1.9516698464429962,1.9804745524752472,5.633504394576336,31.736371763710892,4.908653166666667,0.1818327282953791,719,12,0.015337524935603142
DDC,123,token_state_lstm,3,36,0,2024-01-31T05:00:00,0.6677100232217578,0.7908612248408066,24.25256889349888,0.2163209287508319,0.256218760720573,0.9317521191740429,0.8681620115853198,2.072066111111112,0.6777564097404858,703,12,0.010978179052472115
DDC,123,token_state_lstm,3,36,1,2024-12-18T05:00:00,2.9720890008714465,3.1799629219848256,46.9438177657893,0.7221604783201493,0.7726698440415347,2.8464040862225066,8.102016222064181,3.529657444444444,0.1579667299705313,717,12,0.01664331741631031
DDC,123,token_state_lstm,6,72,0,2024-01-31T05:00:00,0.799811183994929,0.9617525643585547,26.46882271484523,0.25911831802714164,0.3115831734061611,1.2580905540246714,1.5827918421261045,1.4861715555555557,0.4618311859980543,700,12,0.012755884788930416
DDC,123,token_state_lstm,6,72,1,2024-12-18T05:00:00,2.3320824007354313,2.6200212529668305,39.25635864037938,0.5036899385518759,0.5658798091762565,2.1735190221481084,4.724184939639669,2.4150287777777777,0.03434591702229106,714,12,0.017908627167344093
DDC,123,token_state_lstm,12,144,0,2024-01-31T05:00:00,1.0276317623919384,1.2062764186350163,30.90031353607,0.2219508963705235,0.26053508872038256,1.049489194655885,1.1014275696994582,1.3325528611111113,0.2288247681492338,694,12,0.014515385031700134
DDC,123,token_state_lstm,12,144,1,2024-12-18T05:00:00,1.6072884155487486,2.0141888801724392,29.97295456965413,0.22316581668041455,0.27966238171313373,1.1960197017756364,1.4304631270354826,2.5882963749999996,0.37901685817267905,708,10,0.01873760297894478
