horizon,top1_accuracy_mean,top1_accuracy_std,top3_accuracy_mean,top3_accuracy_std,macro_f1_mean,macro_f1_std
1,0.74609375,0.0,0.9,0.0,0.7309270915332371,0.0
3,0.4609375,0.0,0.75625,0.0,0.3891392303315879,0.0
6,0.29254901960784313,0.0,0.6384313725490196,0.0,0.2370952205903989,0.0
12,0.27423167848699764,0.0,0.5602836879432624,0.0,0.17144503484279783,0.0
