seed,design,horizon_hours,horizon_steps,config_id,valid_splits,mae,rmse,smape,nmae,nrmse,skill_vs_persistence
42,raw_window_gb,1,12,hgb_regularized,2,0.8049208834635291,0.9025834432935689,22.769489049159155,0.5402892187418237,0.6177756858281084,0.6254717001146792
123,raw_window_gb,1,12,hgb_regularized,2,1.0071436707008474,1.0835549339812038,28.65045666727601,0.6894441381262328,0.750651406016759,0.5387953989411833
42,statistical_feature_gb,1,12,hgb_fast_shallow,2,0.8291830700375309,0.8981861858445397,30.308630715275562,0.6538117716012253,0.7044432475156859,0.6679427078756326
123,statistical_feature_gb,1,12,hgb_fast_shallow,2,0.9165481903762773,0.9773420963215289,34.70361656803811,0.7685579748186053,0.8116118103553537,0.658310452782243
42,pca_embedding_gb,1,12,hgb_fast_shallow,2,1.177537713360366,1.2365843307346445,41.583719871723815,0.9814039241420194,1.0222658228615389,0.5576945424619593
123,pca_embedding_gb,1,12,hgb_fast_shallow,2,0.9951597388728877,1.055105784113767,36.72527215980685,0.8294940344094615,0.8728033778047594,0.6262493238376554
42,token_state_gb,1,12,hgb_balanced,2,0.8342465555503531,0.9029367952875476,32.386925414532854,0.7018995203863869,0.750170006928695,0.6902942143498283
123,token_state_gb,1,12,hgb_balanced,2,0.7234567607293501,0.7896170383893246,29.093845891878253,0.6110135843417953,0.6578487406109682,0.7327108625979584
42,raw_window_gb,3,36,hgb_fast_shallow,2,0.8986646321039764,1.0006834666069173,27.556774942560935,0.4465913735350352,0.49640396777210394,0.6224717118535787
123,raw_window_gb,3,36,hgb_fast_shallow,2,0.8169323341892656,0.9252620382494171,26.36417225746479,0.4041667569083448,0.4573745884044139,0.6615751010182741
42,statistical_feature_gb,3,36,hgb_balanced,2,0.6999905415221068,0.8254016996787179,24.451224649848236,0.3435423958199311,0.4047367100467377,0.7173224256835912
123,statistical_feature_gb,3,36,hgb_balanced,2,0.8015902003660579,0.9176241512110977,26.66566236059864,0.39497988415269836,0.45149392803348043,0.6721414760780176
42,pca_embedding_gb,3,36,hgb_balanced,2,0.7879096174003417,0.9022111573424241,29.578891749065487,0.3777493370769798,0.4338019727658801,0.7054016976637429
123,pca_embedding_gb,3,36,hgb_balanced,2,0.7368160938290762,0.8727530386187188,27.830307896368772,0.35429001446392927,0.4210136056080268,0.7217716893132524
42,token_state_gb,3,36,hgb_deeper,2,0.556911714962931,0.6819493773143097,22.15040134265975,0.2685717110559873,0.32960280925114094,0.787630196460928
123,token_state_gb,3,36,hgb_deeper,2,0.574946460670756,0.6917497184895298,22.539872199732958,0.27791756703612525,0.33502764746909186,0.7790424099547038
42,raw_window_gb,6,72,hgb_deeper,2,0.7762651149262219,0.9000115879895066,25.095532318735692,0.3307099564701944,0.38403785990381745,0.7608936492050645
123,raw_window_gb,6,72,hgb_deeper,2,0.9160363619174025,1.0255448186040723,29.154919399308845,0.3914063287154206,0.4385956558270132,0.7175491272757186
42,statistical_feature_gb,6,72,hgb_deeper,2,1.0639572158418218,1.1755158252919604,32.491221078328024,0.4543345769168047,0.5035241593415927,0.6720091824123264
123,statistical_feature_gb,6,72,hgb_deeper,2,1.1627516684537105,1.2618723307651951,33.262062024626026,0.49047411664864127,0.5343136048195244,0.6430888457647972
42,pca_embedding_gb,6,72,hgb_regularized,2,1.0775361106894035,1.17159580076994,35.97246477899903,0.4744060061724128,0.5140684406860225,0.6641995408532675
123,pca_embedding_gb,6,72,hgb_regularized,2,1.2410251345538656,1.3288102687399874,40.2562853889108,0.5519830023544783,0.5889231114401701,0.6118290870993183
42,token_state_gb,6,72,hgb_fast_shallow,2,0.8553751520839208,0.982631567253055,27.413286130300186,0.3645896097300564,0.41966688012627795,0.7364812120237146
123,token_state_gb,6,72,hgb_fast_shallow,2,0.7934288780070005,0.9154496800855723,25.925734096231608,0.3385654593029623,0.39108775336829216,0.7554689141559695
42,raw_window_gb,12,144,hgb_fast_shallow,2,1.500901589908838,1.5857328299404,43.6089396084071,0.5778536816346267,0.6097959509107159,0.5711749476528857
123,raw_window_gb,12,144,hgb_fast_shallow,2,1.7744060738770262,1.9106210557839638,48.945461024935234,0.6934123810614113,0.7457622042636949,0.5115360325683642
42,statistical_feature_gb,12,144,hgb_deeper,2,1.9369133460777768,2.024258318295699,52.31049280413925,0.75709407299486,0.7896121819141968,0.4671183461986765
123,statistical_feature_gb,12,144,hgb_deeper,2,2.0772932018591526,2.1708252815029625,54.4419243696544,0.8160492788882024,0.8508150109494721,0.4358641609852668
42,pca_embedding_gb,12,144,hgb_regularized,2,1.163931522517236,1.312192041466386,35.83476018205552,0.4527860859726065,0.5087999531292744,0.6758704755783634
123,pca_embedding_gb,12,144,hgb_regularized,2,1.2899443592835769,1.4184248811721147,38.9926181533623,0.5019180059446195,0.5500963006604564,0.6409790885140856
42,token_state_gb,12,144,hgb_fast_shallow,2,0.7840018561838249,0.9335771163139963,24.454186401613356,0.2948365685678751,0.35125235094219975,0.7633608523422877
123,token_state_gb,12,144,hgb_fast_shallow,2,0.7660332473342812,0.9141877260435938,24.247181795093475,0.28882230465781034,0.3448156881121382,0.7701248943572709
