seed,design,horizon_hours,horizon_steps,config_id,split_id,cutoff,elapsed_sec,mae,rmse,smape,nmae,nrmse,nrmse_std,nmse,baseline_mae,skill_vs_persistence
42,raw_window_gb,1,12,hgb_regularized,1,2024-01-31 05:00:00,38.64,0.4457206675357203,0.5589035734351857,14.226326380705425,0.4332062066383517,0.5432112858106867,1.0864225716213731,1.180314004128398,2.1435166666666667,0.7920610209105996
42,raw_window_gb,1,12,hgb_regularized,2,2024-12-18 05:00:00,40.17,0.6296994619421634,0.7331995759405388,7.099904468649005,0.3060097221185219,0.3563067972123977,1.0135226960653156,1.0272282554395062,4.908653166666667,0.8717164483956621
123,raw_window_gb,1,12,hgb_regularized,1,2024-01-31 05:00:00,52.34,0.4385227723377481,0.5402496160419689,13.98726443152886,0.4262104061255921,0.5250810739769236,1.0501621479538472,1.1028405369950385,2.1435166666666667,0.7954190051551576
123,raw_window_gb,1,12,hgb_regularized,2,2024-12-18 05:00:00,47.84,0.717655587225341,0.7945116668937047,8.056811699542994,0.3487530164728041,0.3861021155333257,1.09827614896324,1.2062104993815248,4.908653166666667,0.8537978621197881
42,statistical_feature_gb,1,12,hgb_fast_shallow,1,2024-01-31 05:00:00,2.9,0.6596002545416626,0.8183815181797076,22.496048508959237,0.6410807148510457,0.7954038905883903,1.590807781176781,2.530669396652592,2.1435166666666667,0.692281257015056
42,statistical_feature_gb,1,12,hgb_fast_shallow,2,2024-12-18 05:00:00,2.12,1.8047787039226124,1.9353467710387051,22.340917804492346,0.8770530436367285,0.9405041029921166,2.6752850677637703,7.157150193799801,4.908653166666667,0.6323271084193314
123,statistical_feature_gb,1,12,hgb_fast_shallow,1,2024-01-31 05:00:00,2.29,0.556405358230824,0.728505668954542,18.329599124161295,0.5407832127800345,0.7080514778620629,1.4161029557241258,2.0053475812106054,2.1435166666666667,0.7404240579866816
123,statistical_feature_gb,1,12,hgb_fast_shallow,2,2024-12-18 05:00:00,2.67,1.775455665041079,1.9167508224344163,21.925876852945585,0.8628031744179538,0.9314671871158068,2.6495793573627053,7.020270770962566,4.908653166666667,0.6383008527194347
42,pca_embedding_gb,1,12,hgb_fast_shallow,1,2024-01-31 05:00:00,2.33,1.1434258915197315,1.25383088904908,43.83167869974764,1.1113220209777273,1.2186271868746454,2.437254373749291,5.940208882360048,2.1435166666666667,0.4665654301795505
42,pca_embedding_gb,1,12,hgb_fast_shallow,2,2024-12-18 05:00:00,2.11,1.4467577692333533,1.6175414178000846,17.43739523203054,0.7030686378076882,0.7860629231753529,2.235973659236007,4.999578204797259,4.908653166666667,0.7052638025511444
123,pca_embedding_gb,1,12,hgb_fast_shallow,1,2024-01-31 05:00:00,1.63,1.3190539458763206,1.4211113185277604,52.66332287050485,1.282018981537661,1.381210898103351,2.762421796206702,7.630974180157864,2.1435166666666667,0.3846308891490068
123,pca_embedding_gb,1,12,hgb_fast_shallow,2,2024-12-18 05:00:00,2.1,1.4136961273172293,1.5869335357591168,16.996262850691654,0.6870019512897563,0.7711886695923741,2.1936635104784648,4.812159597204702,4.908653166666667,0.7119991820507394
42,token_state_gb,1,12,hgb_balanced,1,2024-01-31 05:00:00,4.91,1.1676046935371278,1.273294331438374,45.03273437993811,1.1348219568477114,1.2375441558637814,2.475088311727563,6.126062150850395,2.1435166666666667,0.4552854609672205
42,token_state_gb,1,12,hgb_balanced,2,2024-12-18 05:00:00,5.34,0.5663918698823943,0.6773259077493583,6.358706944947127,0.2752446670008759,0.329154343208084,0.936286930139591,0.8766332155502193,4.908653166666667,0.8846135894030522
123,token_state_gb,1,12,hgb_balanced,1,2024-01-31 05:00:00,4.35,0.6969083228890337,0.8681241800976099,23.90795682151633,0.6773412877679921,0.8437499320602535,1.687499864120507,2.847655791406729,2.1435166666666667,0.6748761820230417
123,token_state_gb,1,12,hgb_balanced,2,2024-12-18 05:00:00,4.28,0.5607881566457238,0.6658817505273926,6.312349923828537,0.2725214778701491,0.3235929229067657,0.9204673450465104,0.8472601332969714,4.908653166666667,0.8857551883397182
42,raw_window_gb,3,36,hgb_fast_shallow,1,2024-01-31 05:00:00,17.17,0.6622925564138834,0.7833344293543911,23.844248298956185,0.2145658083982848,0.2537802719552213,0.9228844349017876,0.851715680183992,2.072066111111112,0.6803709338506045
42,raw_window_gb,3,36,hgb_fast_shallow,2,2024-12-18 05:00:00,15.86,0.8217056286124165,1.0051704792033769,10.834930081180918,0.1996586675645008,0.2442370984993937,0.8997341885888754,0.8095216101156819,3.529657444444444,0.7671996103551205
123,raw_window_gb,3,36,hgb_fast_shallow,1,2024-01-31 05:00:00,21.42,0.6808048584129178,0.7810900448312815,24.479526969756435,0.2205633196269233,0.2530531489113429,0.9202402162070734,0.846842055524841,2.072066111111112,0.671436710231565
123,raw_window_gb,3,36,hgb_fast_shallow,2,2024-12-18 05:00:00,25.8,0.7501348950202056,0.9897292545152698,9.920294070682878,0.182268355501329,0.2404851778121792,0.8859126547764391,0.7848412318930381,3.529657444444444,0.7874765734027906
42,statistical_feature_gb,3,36,hgb_balanced,1,2024-01-31 05:00:00,13.38,0.7089670566118502,0.8532459129590658,25.33882454274513,0.2296871498199513,0.2764298002500647,1.0052505580055842,1.010528684370538,2.072066111111112,0.6578453493988551
42,statistical_feature_gb,3,36,hgb_balanced,2,2024-12-18 05:00:00,10.22,1.705806035805129,1.9676386678644373,23.86412169188859,0.4144780665643708,0.4780983614991228,1.761245298081331,3.101985000013596,3.529657444444444,0.5167219306205679
123,statistical_feature_gb,3,36,hgb_balanced,1,2024-01-31 05:00:00,12.28,0.7048238947561022,0.856299414831742,25.205876189283643,0.228344871601218,0.2774190565710236,1.0088480372489754,1.0177743622611102,2.072066111111112,0.6598448810892444
123,statistical_feature_gb,3,36,hgb_balanced,2,2024-12-18 05:00:00,10.18,1.7084802715595997,1.9753318238810136,23.92134096802293,0.4151278544310945,0.4799676504830978,1.7681314886624029,3.1262889611995246,3.529657444444444,0.515964283229623
42,pca_embedding_gb,3,36,hgb_balanced,1,2024-01-31 05:00:00,8.59,0.9134407342897782,1.1227758785673627,34.33648914067668,0.2959313790842729,0.3637505988884319,1.3227969349783442,1.7497917311881013,2.072066111111112,0.5591642906803178
42,pca_embedding_gb,3,36,hgb_balanced,2,2024-12-18 05:00:00,6.39,1.1615198462332157,1.3937841996137696,15.523681324579758,0.2822269883197238,0.3386627600899636,1.2475846852380157,1.556467546840439,3.529657444444444,0.6709256169512052
123,pca_embedding_gb,3,36,hgb_balanced,1,2024-01-31 05:00:00,4.89,0.8504190138611686,1.0643517601673271,31.40751931537189,0.2755139574184844,0.3448226824064191,1.253964636187787,1.5724273088095693,2.072066111111112,0.5895792084574346
123,pca_embedding_gb,3,36,hgb_balanced,2,2024-12-18 05:00:00,4.84,1.0247011843629197,1.2589507838171907,13.559902679895988,0.2489826843064842,0.3059008326992809,1.1268944774908225,1.2698911633993135,3.529657444444444,0.7096882062350127
42,token_state_gb,3,36,hgb_deeper,1,2024-01-31 05:00:00,9.82,0.6719078047555429,0.7837347074699823,24.16937837707386,0.2176809023449079,0.2539099518023284,0.9233560220409046,0.8525863434392034,2.072066111111112,0.675730518042702
42,token_state_gb,3,36,hgb_deeper,2,2024-12-18 05:00:00,8.55,0.9702126347391364,1.1603080441418292,12.812577042471284,0.2357430144824161,0.2819325437126853,1.038598763302784,1.0786873911340722,3.529657444444444,0.7251255540416982
123,token_state_gb,3,36,hgb_deeper,1,2024-01-31 05:00:00,11.71,0.7057935370514489,0.8498906152499652,25.618523989590607,0.2286590108451872,0.2753427698155566,1.0012975183916577,1.0025967203372916,2.072066111111112,0.6593769219398335
123,token_state_gb,3,36,hgb_deeper,2,2024-12-18 05:00:00,11.99,0.640228859560146,0.8214247777520988,8.400271868733695,0.1555633022156313,0.1995904262057918,0.7352622974794375,0.5406106460947409,3.529657444444444,0.8186144492898432
42,raw_window_gb,6,72,hgb_deeper,1,2024-01-31 05:00:00,138.73,0.6513959032599589,0.7501015877391293,21.96422366728048,0.2110355721451894,0.2430136832966365,0.9812250646016306,0.9628026274024742,1.4861715555555557,0.5616953504549134
42,raw_window_gb,6,72,hgb_deeper,2,2024-12-18 05:00:00,99.82,0.7029530586711985,0.8614535963709984,10.243825220685483,0.151825845782847,0.1860592528311036,0.7146452633886203,0.5107178524837905,2.4150287777777777,0.7089255975545947
123,raw_window_gb,6,72,hgb_deeper,1,2024-01-31 05:00:00,99.24,0.6912954787812804,0.7824845927210334,23.150369418259245,0.2239620116673795,0.2535049466741548,1.023586015004544,1.0477283301128826,1.4861715555555557,0.5348481299268908
123,raw_window_gb,6,72,hgb_deeper,2,2024-12-18 05:00:00,88.78,0.8001946404812923,1.0031919618717495,11.639454651631276,0.172828365398435,0.2166723171838052,0.8322286735366158,0.6926045650565151,2.4150287777777777,0.6686604120360574
42,statistical_feature_gb,6,72,hgb_deeper,1,2024-01-31 05:00:00,23.99,0.6477930172892883,0.7640597680382626,21.628713060149227,0.2098683294616091,0.2475357758532391,0.999484079899838,0.9989684259732254,1.4861715555555557,0.5641196237191796
42,statistical_feature_gb,6,72,hgb_deeper,2,2024-12-18 05:00:00,17.95,0.7595604915602157,0.941621226864999,10.856601020571407,0.1640520837513068,0.203374090790791,0.7811507810984254,0.6101965428106801,2.4150287777777777,0.6854859460744722
123,statistical_feature_gb,6,72,hgb_deeper,1,2024-01-31 05:00:00,21.09,0.6102024696711765,0.7533137678558776,20.45881946917733,0.1976899557811205,0.2440543473004763,0.9854269909727884,0.9710663545376842,1.4861715555555557,0.5894131690385598
123,statistical_feature_gb,6,72,hgb_deeper,2,2024-12-18 05:00:00,14.52,0.9163968155567976,1.156248106343353,13.531479333643336,0.1979260490844479,0.2497298283504679,0.959201094500367,0.9200667396907016,2.4150287777777777,0.6205441427407846
42,pca_embedding_gb,6,72,hgb_regularized,1,2024-01-31 05:00:00,7.64,1.2023452761367184,1.3780988740053453,45.25498512819244,0.3895290436978947,0.4464687034304172,1.8027226962004608,3.2498091193962577,1.4861715555555557,0.1909781405564313
42,pca_embedding_gb,6,72,hgb_regularized,2,2024-12-18 05:00:00,7.85,0.7694221071389009,0.9605559101547682,11.05518506830651,0.1661820241613386,0.2074636587493311,0.7968586286061738,0.6349836739841122,2.4150287777777777,0.6814025100237945
